model,sample_id,scenario_type,hit,first_hit_turn,best_rank,reciprocal_rank,efficiency,technical_score_contribution
e7_100k_seed2028,public_0011,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0012,browsing,True,3,1,1.0,0.8,0.9600000000000001
e7_100k_seed2028,public_0013,intent_override,True,5,1,1.0,0.6,0.92
e7_100k_seed2028,public_0014,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0015,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0016,browsing,True,2,2,0.5,0.9,0.8300000000000001
e7_100k_seed2028,public_0017,buying,False,,,0.0,0.0,0.0
e7_100k_seed2028,public_0018,buying,True,1,7,0.14285714285714285,1.0,0.7428571428571429
e7_100k_seed2028,public_0019,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0020,buying,True,2,5,0.2,0.9,0.7400000000000001
e7_100k_seed2028,public_0021,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0022,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0023,intent_override,True,4,4,0.25,0.7,0.715
e7_100k_seed2028,public_0024,buying,True,1,9,0.1111111111111111,1.0,0.7333333333333334
e7_100k_seed2028,public_0025,browsing,True,1,2,0.5,1.0,0.8500000000000001
e7_100k_seed2028,public_0026,buying,True,7,9,0.1111111111111111,0.4,0.6133333333333333
e7_100k_seed2028,public_0027,buying,True,1,5,0.2,1.0,0.76
e7_100k_seed2028,public_0028,buying,False,,,0.0,0.0,0.0
e7_100k_seed2028,public_0029,buying,True,1,4,0.25,1.0,0.7749999999999999
e7_100k_seed2028,public_0030,buying,True,1,7,0.14285714285714285,1.0,0.7428571428571429
e7_100k_seed2028,public_0031,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0032,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0033,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0034,intent_override,True,5,8,0.125,0.6,0.6575
e7_100k_seed2028,public_0035,boundary,True,3,8,0.125,0.8,0.6975
e7_100k_seed2028,public_0036,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0037,browsing,True,1,10,0.1,1.0,0.73
e7_100k_seed2028,public_0038,intent_override,True,4,9,0.1111111111111111,0.7,0.6733333333333333
e7_100k_seed2028,public_0039,browsing,True,2,2,0.5,0.9,0.8300000000000001
e7_100k_seed2028,public_0040,browsing,True,2,3,0.3333333333333333,0.9,0.78
e7_100k_seed2028,public_0041,boundary,True,3,1,1.0,0.8,0.9600000000000001
e7_100k_seed2028,public_0042,buying,True,1,10,0.1,1.0,0.73
e7_100k_seed2028,public_0043,browsing,True,2,2,0.5,0.9,0.8300000000000001
e7_100k_seed2028,public_0044,buying,True,1,1,1.0,1.0,1.0
e7_100k_seed2028,public_0045,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0046,intent_override,True,4,1,1.0,0.7,0.9400000000000001
e7_100k_seed2028,public_0047,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0048,browsing,True,2,2,0.5,0.9,0.8300000000000001
e7_100k_seed2028,public_0049,browsing,True,3,1,1.0,0.8,0.9600000000000001
e7_100k_seed2028,public_0050,boundary,True,3,4,0.25,0.8,0.735
e7_100k_seed2028,public_0051,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0052,intent_override,True,5,1,1.0,0.6,0.92
e7_100k_seed2028,public_0053,buying,True,1,3,0.3333333333333333,1.0,0.8
e7_100k_seed2028,public_0054,buying,True,1,2,0.5,1.0,0.8500000000000001
e7_100k_seed2028,public_0055,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0056,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0057,browsing,True,2,5,0.2,0.9,0.7400000000000001
e7_100k_seed2028,public_0058,buying,True,1,7,0.14285714285714285,1.0,0.7428571428571429
e7_100k_seed2028,public_0059,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0060,browsing,True,1,1,1.0,1.0,1.0
e7_100k_seed2028,public_0061,buying,True,1,1,1.0,1.0,1.0
e7_100k_seed2028,public_0062,browsing,True,2,2,0.5,0.9,0.8300000000000001
e7_100k_seed2028,public_0063,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0064,intent_override,True,4,7,0.14285714285714285,0.7,0.6828571428571428
e7_100k_seed2028,public_0065,buying,True,1,1,1.0,1.0,1.0
e7_100k_seed2028,public_0066,buying,True,1,2,0.5,1.0,0.8500000000000001
e7_100k_seed2028,public_0067,buying,True,1,2,0.5,1.0,0.8500000000000001
e7_100k_seed2028,public_0068,intent_override,True,4,1,1.0,0.7,0.9400000000000001
e7_100k_seed2028,public_0069,browsing,True,3,1,1.0,0.8,0.9600000000000001
e7_100k_seed2028,public_0070,browsing,True,1,2,0.5,1.0,0.8500000000000001
e7_100k_seed2028,public_0071,intent_override,True,4,3,0.3333333333333333,0.7,0.74
e7_100k_seed2028,public_0072,intent_override,True,3,1,1.0,0.8,0.9600000000000001
e7_100k_seed2028,public_0073,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0074,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0075,browsing,True,2,5,0.2,0.9,0.7400000000000001
e7_100k_seed2028,public_0076,browsing,True,2,8,0.125,0.9,0.7175
e7_100k_seed2028,public_0077,browsing,True,1,2,0.5,1.0,0.8500000000000001
e7_100k_seed2028,public_0078,intent_override,True,3,3,0.3333333333333333,0.8,0.76
e7_100k_seed2028,public_0079,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0080,intent_override,True,5,2,0.5,0.6,0.77
e7_100k_seed2028,public_0081,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0082,buying,True,1,1,1.0,1.0,1.0
e7_100k_seed2028,public_0083,buying,False,,,0.0,0.0,0.0
e7_100k_seed2028,public_0084,intent_override,True,5,1,1.0,0.6,0.92
e7_100k_seed2028,public_0085,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0086,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0087,browsing,False,,,0.0,0.0,0.0
e7_100k_seed2028,public_0088,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0089,intent_override,True,3,3,0.3333333333333333,0.8,0.76
e7_100k_seed2028,public_0090,buying,True,1,1,1.0,1.0,1.0
e7_100k_seed2028,public_0091,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0092,browsing,True,2,5,0.2,0.9,0.7400000000000001
e7_100k_seed2028,public_0093,buying,True,1,7,0.14285714285714285,1.0,0.7428571428571429
e7_100k_seed2028,public_0094,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0095,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0096,intent_override,True,5,6,0.16666666666666666,0.6,0.67
e7_100k_seed2028,public_0097,buying,True,1,1,1.0,1.0,1.0
e7_100k_seed2028,public_0098,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0099,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0100,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0101,buying,True,1,2,0.5,1.0,0.8500000000000001
e7_100k_seed2028,public_0102,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0103,intent_override,True,5,3,0.3333333333333333,0.6,0.72
e7_100k_seed2028,public_0104,boundary,True,3,1,1.0,0.8,0.9600000000000001
e7_100k_seed2028,public_0105,browsing,True,2,2,0.5,0.9,0.8300000000000001
e7_100k_seed2028,public_0106,buying,True,2,2,0.5,0.9,0.8300000000000001
e7_100k_seed2028,public_0107,buying,True,1,2,0.5,1.0,0.8500000000000001
e7_100k_seed2028,public_0108,buying,True,1,2,0.5,1.0,0.8500000000000001
e7_100k_seed2028,public_0109,buying,True,1,7,0.14285714285714285,1.0,0.7428571428571429
e7_100k_seed2028,public_0110,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0111,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0112,boundary,True,3,1,1.0,0.8,0.9600000000000001
e7_100k_seed2028,public_0113,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0114,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0115,browsing,True,2,8,0.125,0.9,0.7175
e7_100k_seed2028,public_0116,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0117,buying,True,1,1,1.0,1.0,1.0
e7_100k_seed2028,public_0118,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0119,buying,True,1,1,1.0,1.0,1.0
e7_100k_seed2028,public_0120,browsing,True,2,2,0.5,0.9,0.8300000000000001
e7_100k_seed2028,public_0121,browsing,True,2,2,0.5,0.9,0.8300000000000001
e7_100k_seed2028,public_0122,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0123,intent_override,True,4,1,1.0,0.7,0.9400000000000001
e7_100k_seed2028,public_0124,buying,True,1,3,0.3333333333333333,1.0,0.8
e7_100k_seed2028,public_0125,intent_override,True,4,2,0.5,0.7,0.79
e7_100k_seed2028,public_0126,browsing,True,2,10,0.1,0.9,0.7100000000000001
e7_100k_seed2028,public_0127,browsing,True,2,7,0.14285714285714285,0.9,0.7228571428571429
e7_100k_seed2028,public_0128,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0129,buying,True,1,3,0.3333333333333333,1.0,0.8
e7_100k_seed2028,public_0130,intent_override,True,4,3,0.3333333333333333,0.7,0.74
e7_100k_seed2028,public_0131,boundary,True,1,8,0.125,1.0,0.7375
e7_100k_seed2028,public_0132,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0133,buying,True,1,1,1.0,1.0,1.0
e7_100k_seed2028,public_0134,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0135,buying,True,1,9,0.1111111111111111,1.0,0.7333333333333334
e7_100k_seed2028,public_0136,buying,True,1,10,0.1,1.0,0.73
e7_100k_seed2028,public_0137,browsing,True,2,6,0.16666666666666666,0.9,0.7300000000000001
e7_100k_seed2028,public_0138,browsing,True,3,3,0.3333333333333333,0.8,0.76
e7_100k_seed2028,public_0139,browsing,True,1,7,0.14285714285714285,1.0,0.7428571428571429
e7_100k_seed2028,public_0140,browsing,True,2,2,0.5,0.9,0.8300000000000001
e7_100k_seed2028,public_0141,browsing,True,1,8,0.125,1.0,0.7375
e7_100k_seed2028,public_0142,intent_override,True,5,1,1.0,0.6,0.92
e7_100k_seed2028,public_0143,buying,True,1,2,0.5,1.0,0.8500000000000001
e7_100k_seed2028,public_0144,intent_override,True,5,3,0.3333333333333333,0.6,0.72
e7_100k_seed2028,public_0145,buying,True,2,7,0.14285714285714285,0.9,0.7228571428571429
e7_100k_seed2028,public_0146,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0147,browsing,True,1,3,0.3333333333333333,1.0,0.8
e7_100k_seed2028,public_0148,buying,True,1,1,1.0,1.0,1.0
e7_100k_seed2028,public_0149,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0150,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0151,browsing,True,1,5,0.2,1.0,0.76
e7_100k_seed2028,public_0152,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0153,browsing,True,2,3,0.3333333333333333,0.9,0.78
e7_100k_seed2028,public_0154,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0155,buying,True,1,4,0.25,1.0,0.7749999999999999
e7_100k_seed2028,public_0156,buying,True,1,1,1.0,1.0,1.0
e7_100k_seed2028,public_0157,buying,True,2,6,0.16666666666666666,0.9,0.7300000000000001
e7_100k_seed2028,public_0158,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0159,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0160,buying,True,1,3,0.3333333333333333,1.0,0.8
e7_100k_seed2028,public_0161,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0162,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0163,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0164,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0165,buying,True,4,1,1.0,0.7,0.9400000000000001
e7_100k_seed2028,public_0166,intent_override,True,4,1,1.0,0.7,0.9400000000000001
e7_100k_seed2028,public_0167,browsing,True,2,2,0.5,0.9,0.8300000000000001
e7_100k_seed2028,public_0168,buying,True,1,1,1.0,1.0,1.0
e7_100k_seed2028,public_0169,boundary,True,3,1,1.0,0.8,0.9600000000000001
e7_100k_seed2028,public_0170,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0171,buying,True,1,1,1.0,1.0,1.0
e7_100k_seed2028,public_0172,browsing,True,2,5,0.2,0.9,0.7400000000000001
e7_100k_seed2028,public_0173,browsing,True,2,6,0.16666666666666666,0.9,0.7300000000000001
e7_100k_seed2028,public_0174,buying,False,,,0.0,0.0,0.0
e7_100k_seed2028,public_0175,browsing,True,3,5,0.2,0.8,0.7200000000000001
e7_100k_seed2028,public_0176,browsing,True,1,4,0.25,1.0,0.7749999999999999
e7_100k_seed2028,public_0177,intent_override,True,6,1,1.0,0.5,0.9
e7_100k_seed2028,public_0178,buying,True,2,10,0.1,0.9,0.7100000000000001
e7_100k_seed2028,public_0179,buying,True,1,3,0.3333333333333333,1.0,0.8
e7_100k_seed2028,public_0180,boundary,True,3,4,0.25,0.8,0.735
e7_100k_seed2028,public_0181,browsing,True,1,6,0.16666666666666666,1.0,0.75
e7_100k_seed2028,public_0182,browsing,True,1,3,0.3333333333333333,1.0,0.8
e7_100k_seed2028,public_0183,intent_override,True,4,3,0.3333333333333333,0.7,0.74
e7_100k_seed2028,public_0184,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0185,buying,True,1,4,0.25,1.0,0.7749999999999999
e7_100k_seed2028,public_0186,intent_override,True,4,1,1.0,0.7,0.9400000000000001
e7_100k_seed2028,public_0187,boundary,True,4,1,1.0,0.7,0.9400000000000001
e7_100k_seed2028,public_0188,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0189,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0190,buying,True,1,4,0.25,1.0,0.7749999999999999
e7_100k_seed2028,public_0191,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0192,boundary,True,3,1,1.0,0.8,0.9600000000000001
e7_100k_seed2028,public_0193,buying,True,1,6,0.16666666666666666,1.0,0.75
e7_100k_seed2028,public_0194,buying,True,2,3,0.3333333333333333,0.9,0.78
e7_100k_seed2028,public_0195,browsing,True,2,2,0.5,0.9,0.8300000000000001
e7_100k_seed2028,public_0196,browsing,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0197,intent_override,True,4,1,1.0,0.7,0.9400000000000001
e7_100k_seed2028,public_0198,intent_override,True,5,1,1.0,0.6,0.92
e7_100k_seed2028,public_0199,buying,True,2,1,1.0,0.9,0.9800000000000001
e7_100k_seed2028,public_0200,buying,True,1,1,1.0,1.0,1.0
